GameID,BoardSize,PlayerX,PlayerX_Runtime,PlayerO,PlayerO_RuntimeWinner,NumTurns,TotalRunTimeSec
1,3x3,GeminiAI,80.290684,MinimaxAI, 0.834437,Draw,9,81.125121
2,3x3,GeminiAI,4.633229,AlphaBetaAI, 0.076411,O,6,4.709640
3,3x3,GeminiAI,66.982341,ExpectiminimaxAI, 0.075808,Draw,9,67.058149
4,3x3,MinimaxAI,7.424318,AlphaBetaAI, 0.080919,Draw,9,7.505237
5,3x3,MinimaxAI,7.305724,ExpectiminimaxAI, 0.069085,X,7,7.374809
6,3x3,AlphaBetaAI,0.564787,MinimaxAI, 0.821493,Draw,9,1.386281
7,3x3,ExpectiminimaxAI,0.115205,MinimaxAI, 0.827618,Draw,9,0.942823
8,3x3,MinimaxAI,13.863164,MinimaxAI, 2.832164,Draw,9,16.695328
9,3x3,AlphaBetaAI,1.915334,AlphaBetaAI, 0.260740,Draw,9,2.176074
10,3x3,ExpectiminimaxAI,0.358464,ExpectiminimaxAI, 0.194107,X,7,0.552571
11,3x3,GeminiAI,120.512219,MinimaxAI, 2.719217,Draw,9,123.231436
12,3x3,GeminiAI,35.522017,AlphaBetaAI, 0.092168,Draw,9,35.614185
13,3x3,GeminiAI,57.038993,ExpectiminimaxAI, 0.083568,X,7,57.122561
14,3x3,MinimaxAI,6.851269,AlphaBetaAI, 0.071752,Draw,9,6.923021
15,3x3,MinimaxAI,6.819716,ExpectiminimaxAI, 0.051758,X,7,6.871474
16,3x3,AlphaBetaAI,0.505799,MinimaxAI, 0.750319,Draw,9,1.256119
17,3x3,ExpectiminimaxAI,0.085400,MinimaxAI, 0.719111,Draw,9,0.804511
18,3x3,MinimaxAI,7.401897,MinimaxAI, 0.790705,Draw,9,8.192603
19,3x3,AlphaBetaAI,0.535390,AlphaBetaAI, 0.076087,Draw,9,0.611477
20,3x3,ExpectiminimaxAI,0.095755,ExpectiminimaxAI, 0.040910,X,5,0.136665
21,3x3,GeminiAI,179.537000,MinimaxAI, 0.757163,O,8,180.294163
22,3x3,GeminiAI,57.567040,AlphaBetaAI, 0.085783,Draw,9,57.652822
23,3x3,GeminiAI,18.704332,ExpectiminimaxAI, 0.094235,Draw,9,18.798568
24,3x3,MinimaxAI,7.627067,AlphaBetaAI, 0.080416,Draw,9,7.707484
25,3x3,MinimaxAI,8.692888,ExpectiminimaxAI, 0.080493,X,7,8.773382
26,3x3,AlphaBetaAI,0.595879,MinimaxAI, 0.841488,Draw,9,1.437366
27,3x3,ExpectiminimaxAI,0.102032,MinimaxAI, 0.908092,Draw,9,1.010124
28,3x3,MinimaxAI,8.075393,MinimaxAI, 0.950319,Draw,9,9.025712
29,3x3,AlphaBetaAI,0.602823,AlphaBetaAI, 0.089330,Draw,9,0.692153
30,3x3,ExpectiminimaxAI,0.124827,ExpectiminimaxAI, 0.057538,X,7,0.182365
31,3x3,GeminiAI,6.583524,MinimaxAI, 0.823398,O,8,7.407911
32,3x3,GeminiAI,39.237698,AlphaBetaAI, 0.105060,Draw,9,39.342758
33,3x3,GeminiAI,27.541556,ExpectiminimaxAI, 0.130452,X,7,27.672008
34,3x3,MinimaxAI,7.447211,AlphaBetaAI, 0.084768,Draw,9,7.531980
35,3x3,MinimaxAI,7.615811,ExpectiminimaxAI, 0.054653,X,7,7.670464
36,3x3,AlphaBetaAI,0.556247,MinimaxAI, 0.841117,Draw,9,1.397363
37,3x3,ExpectiminimaxAI,0.087368,MinimaxAI, 0.829380,Draw,9,0.916748
38,3x3,MinimaxAI,7.813001,MinimaxAI, 0.831221,Draw,9,8.644222
39,3x3,AlphaBetaAI,0.641392,AlphaBetaAI, 0.074163,Draw,9,0.715555
40,3x3,ExpectiminimaxAI,0.099157,ExpectiminimaxAI, 0.044531,X,5,0.143688
41,3x3,GeminiAI,29.139179,MinimaxAI, 0.870520,O,8,30.009699
42,3x3,GeminiAI,7.658692,AlphaBetaAI, 0.107074,O,8,7.765766
43,3x3,GeminiAI,5.814511,ExpectiminimaxAI, 0.093010,X,7,5.907521
44,3x3,MinimaxAI,7.470204,AlphaBetaAI, 0.081481,Draw,9,7.551685
45,3x3,MinimaxAI,7.957267,ExpectiminimaxAI, 0.069384,X,7,8.026651
46,3x3,AlphaBetaAI,0.621642,MinimaxAI, 0.911481,Draw,9,1.533123
47,3x3,ExpectiminimaxAI,0.115476,MinimaxAI, 0.850601,Draw,9,0.966077
48,3x3,MinimaxAI,8.231563,MinimaxAI, 0.894586,Draw,9,9.126148
49,3x3,AlphaBetaAI,0.593361,AlphaBetaAI, 0.084486,Draw,9,0.677848
50,3x3,ExpectiminimaxAI,0.127358,ExpectiminimaxAI, 0.064423,X,7,0.191782
51,4x4,GeminiAI,20.971803,MinimaxAI, 0.222138,Draw,16,21.193941
52,4x4,GeminiAI,19.102833,AlphaBetaAI, 0.144895,O,16,19.248742
53,4x4,GeminiAI,14.534713,ExpectiminimaxAI, 1.233831,Draw,16,15.768544
54,4x4,MinimaxAI,0.158767,AlphaBetaAI, 0.100517,Draw,16,0.259284
55,4x4,MinimaxAI,0.177416,ExpectiminimaxAI, 1.040576,Draw,16,1.217992
56,4x4,AlphaBetaAI,0.148246,MinimaxAI, 0.128478,Draw,16,0.276725
57,4x4,ExpectiminimaxAI,1.682878,MinimaxAI, 0.118718,Draw,16,1.801596
58,4x4,MinimaxAI,0.174914,MinimaxAI, 0.134043,Draw,16,0.308957
59,4x4,AlphaBetaAI,0.143319,AlphaBetaAI, 0.096898,Draw,16,0.241211
60,4x4,ExpectiminimaxAI,1.820440,ExpectiminimaxAI, 1.340480,Draw,16,3.160920
61,4x4,GeminiAI,25.403534,MinimaxAI, 0.180426,Draw,16,25.583959
62,4x4,GeminiAI,20.063597,AlphaBetaAI, 0.158435,Draw,16,20.224656
63,4x4,GeminiAI,17.598805,ExpectiminimaxAI, 1.162950,Draw,16,18.763240
64,4x4,MinimaxAI,0.177224,AlphaBetaAI, 0.103449,Draw,16,0.280673
65,4x4,MinimaxAI,0.168111,ExpectiminimaxAI, 1.136360,Draw,16,1.304471
66,4x4,AlphaBetaAI,0.136231,MinimaxAI, 0.128295,Draw,16,0.264526
67,4x4,ExpectiminimaxAI,1.696795,MinimaxAI, 0.126565,Draw,16,1.823361
68,4x4,MinimaxAI,0.172425,MinimaxAI, 0.137548,Draw,16,0.309973
69,4x4,AlphaBetaAI,0.139946,AlphaBetaAI, 0.098777,Draw,16,0.238724
70,4x4,ExpectiminimaxAI,1.589115,ExpectiminimaxAI, 1.156929,Draw,16,2.746045
71,4x4,GeminiAI,21.007176,MinimaxAI, 0.184513,O,14,21.191689
72,4x4,GeminiAI,14.194649,AlphaBetaAI, 0.152372,Draw,16,14.348318
73,4x4,GeminiAI,11.391223,ExpectiminimaxAI, 1.087499,O,16,12.478722
74,4x4,MinimaxAI,0.173790,AlphaBetaAI, 0.101616,Draw,16,0.275407
75,4x4,MinimaxAI,0.190730,ExpectiminimaxAI, 1.146153,Draw,16,1.336883
76,4x4,AlphaBetaAI,0.137137,MinimaxAI, 0.129185,Draw,16,0.266322
77,4x4,ExpectiminimaxAI,1.916283,MinimaxAI, 0.129672,Draw,16,2.045955
78,4x4,MinimaxAI,0.190889,MinimaxAI, 0.165574,Draw,16,0.356463
79,4x4,AlphaBetaAI,0.226716,AlphaBetaAI, 0.182658,Draw,16,0.409375
80,4x4,ExpectiminimaxAI,1.982903,ExpectiminimaxAI, 1.283858,Draw,16,3.266761
81,4x4,GeminiAI,22.423835,MinimaxAI, 0.177318,Draw,16,22.602494
82,4x4,GeminiAI,15.295836,AlphaBetaAI, 0.151462,Draw,16,15.447298
83,4x4,GeminiAI,11.277456,ExpectiminimaxAI, 1.218185,X,15,12.495641
84,4x4,MinimaxAI,0.145659,AlphaBetaAI, 0.098736,Draw,16,0.244395
85,4x4,MinimaxAI,0.149075,ExpectiminimaxAI, 1.002998,Draw,16,1.152073
86,4x4,AlphaBetaAI,0.127902,MinimaxAI, 0.111831,Draw,16,0.239733
87,4x4,ExpectiminimaxAI,1.648024,MinimaxAI, 0.124692,Draw,16,1.772716
88,4x4,MinimaxAI,0.214104,MinimaxAI, 0.169279,Draw,16,0.383383
89,4x4,AlphaBetaAI,0.147915,AlphaBetaAI, 0.102423,Draw,16,0.250338
90,4x4,ExpectiminimaxAI,1.546792,ExpectiminimaxAI, 1.144468,Draw,16,2.691261
91,4x4,GeminiAI,10.339828,MinimaxAI, 0.176410,Draw,16,10.516238
92,4x4,GeminiAI,18.905601,AlphaBetaAI, 0.158933,O,14,19.064533
